image_path,rx,ry,rz,tx,ty,tz
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5115.png,-95,-4,2,-8,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14724.png,-96,1,2,-4,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27928.png,-91,3,-2,-6,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31712.png,-93,7,2,2,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6334.png,-84,0,3,-6,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22001.png,-93,-1,4,14,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31538.png,-88,-6,-2,16,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5959.png,-85,-7,-1,2,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15003.png,-82,-8,-3,0,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31068.png,-95,-8,2,-6,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28591.png,-98,-8,2,-10,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30581.png,-95,0,-4,-16,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17447.png,-92,3,-3,-12,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17019.png,-95,5,1,8,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22507.png,-85,-5,-2,2,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3647.png,-84,-1,2,-20,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16216.png,-85,4,0,-16,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13781.png,-84,-8,-2,6,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30873.png,-87,-6,-2,-12,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31450.png,-85,0,2,6,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4910.png,-94,0,2,6,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27521.png,-98,-5,-1,-12,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26028.png,-86,-4,-4,-8,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20298.png,-96,-2,4,12,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33373.png,-91,-7,4,-8,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17927.png,-83,6,1,-6,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9182.png,-90,-1,2,10,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17846.png,-83,6,4,-10,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24991.png,-96,-4,3,-20,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33814.png,-90,2,1,-2,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15625.png,-96,-3,-1,12,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23296.png,-86,7,3,18,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9448.png,-92,-4,-4,-8,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1027.png,-89,-5,-3,-14,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14747.png,-82,0,3,4,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26945.png,-98,-5,1,6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33068.png,-83,-7,-4,-10,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21718.png,-85,-1,0,4,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6177.png,-90,-6,-1,-18,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5544.png,-90,2,0,-8,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26650.png,-97,7,1,16,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30840.png,-88,-8,3,-14,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9901.png,-94,-1,-4,16,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6501.png,-95,2,-1,-20,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9032.png,-87,2,-1,-6,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14258.png,-94,8,3,18,4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17553.png,-90,-4,-1,-10,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26336.png,-84,-4,0,-10,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4752.png,-84,1,-3,18,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25418.png,-87,2,1,-10,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13216.png,-86,4,2,-20,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17559.png,-83,-1,-1,2,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32629.png,-94,7,2,4,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11096.png,-87,-3,0,-2,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30017.png,-85,7,-2,-8,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7612.png,-83,5,4,4,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19786.png,-82,-2,0,-12,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28700.png,-93,-7,0,-18,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17190.png,-93,-1,1,14,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32815.png,-94,7,4,-2,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18001.png,-97,-8,-1,-20,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29018.png,-82,1,-3,6,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10669.png,-83,6,3,-18,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33756.png,-83,-2,-2,-8,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22686.png,-90,7,-2,-14,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10116.png,-82,-3,-2,16,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22827.png,-83,7,1,8,6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32102.png,-83,7,2,0,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31472.png,-83,-1,-2,16,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28888.png,-87,-6,0,-2,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5060.png,-90,-1,4,6,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23783.png,-92,7,-3,14,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13746.png,-95,2,1,-16,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15260.png,-82,-3,0,-20,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7412.png,-94,3,0,-4,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29528.png,-95,8,2,18,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10679.png,-89,-2,-4,2,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_414.png,-83,7,3,12,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6285.png,-83,8,4,0,-2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31869.png,-86,-6,-3,-14,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2863.png,-82,2,-1,-2,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2715.png,-96,-1,-4,-14,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18231.png,-95,-5,1,-8,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3764.png,-96,-2,-4,-18,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19619.png,-83,1,-3,14,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15838.png,-86,3,3,18,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27770.png,-86,1,-3,12,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29542.png,-98,-7,4,12,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33673.png,-93,5,-2,-2,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30202.png,-97,-8,1,-16,6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15865.png,-96,8,-2,4,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21529.png,-82,6,-3,-16,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5161.png,-86,-1,3,-8,-6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22120.png,-96,2,1,18,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_60.png,-84,-8,-4,2,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26529.png,-89,-6,0,16,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2019.png,-82,5,4,0,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34547.png,-96,4,-1,-2,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24290.png,-90,-2,-3,-16,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15844.png,-85,-1,2,8,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5428.png,-92,2,4,-18,-6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7909.png,-82,-8,2,-8,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20390.png,-91,8,-2,8,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19082.png,-95,-7,2,14,2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30140.png,-93,-8,0,8,-6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21043.png,-84,6,4,-14,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26394.png,-84,-7,-3,10,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25611.png,-91,-4,0,-20,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10882.png,-86,5,4,-18,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24705.png,-88,-3,1,8,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12884.png,-89,3,2,6,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1658.png,-96,3,-2,0,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14214.png,-86,4,1,-14,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28669.png,-97,2,0,-8,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12216.png,-94,8,0,12,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6699.png,-93,-7,-2,-14,0,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_430.png,-88,-3,3,-16,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6679.png,-82,-2,0,16,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24437.png,-92,5,-4,-18,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30715.png,-93,0,4,-20,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22167.png,-98,7,-4,-6,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3476.png,-87,-4,2,-4,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2528.png,-82,5,0,16,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34638.png,-94,-5,-3,-16,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30589.png,-95,-2,0,-18,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8241.png,-97,6,2,-10,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28214.png,-97,7,-2,-18,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26914.png,-93,-3,2,6,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4479.png,-91,-4,2,-16,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25857.png,-87,-5,-3,18,-4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9454.png,-95,5,-1,-20,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18271.png,-86,-8,2,-6,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18751.png,-93,4,3,-18,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15298.png,-84,-7,1,16,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8752.png,-85,-8,2,-4,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23759.png,-94,-4,-3,-4,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29889.png,-84,-5,-1,-12,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8464.png,-96,7,-2,-18,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3347.png,-83,-4,-2,-12,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4615.png,-83,-8,0,-16,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5235.png,-85,-4,-1,-6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19336.png,-87,7,2,18,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24896.png,-95,-2,-1,-16,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20546.png,-94,0,4,-2,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18854.png,-92,0,-3,14,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23958.png,-82,3,4,-2,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27589.png,-97,3,4,12,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_706.png,-94,5,4,-10,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22687.png,-82,-4,-3,-4,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14454.png,-88,5,-1,2,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24852.png,-89,6,-4,4,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30355.png,-93,-2,4,4,-6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19659.png,-89,0,4,10,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2015.png,-98,7,-1,4,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34168.png,-83,-4,3,0,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28786.png,-91,6,-1,-18,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17258.png,-92,2,-4,12,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26288.png,-94,6,3,-2,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9187.png,-96,-7,3,-2,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34636.png,-91,-8,-4,-10,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23291.png,-87,-8,-4,-10,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24318.png,-93,-3,1,-18,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23389.png,-84,5,-1,-18,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19940.png,-85,1,3,-4,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28227.png,-92,-6,1,-8,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4787.png,-89,5,1,14,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32137.png,-93,2,-4,12,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6954.png,-93,-8,2,-16,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20140.png,-89,6,4,2,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5038.png,-97,3,4,-6,-6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10412.png,-95,7,3,16,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10918.png,-89,-8,-4,12,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21737.png,-98,1,-4,14,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17421.png,-92,-2,2,-4,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3083.png,-88,6,3,-14,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33677.png,-90,-7,0,-2,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32631.png,-89,1,-2,0,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10731.png,-98,-4,-4,-18,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21376.png,-85,-4,1,-12,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15158.png,-90,1,1,6,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2995.png,-91,4,-4,18,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_659.png,-84,8,-2,0,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5126.png,-85,1,2,-2,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21255.png,-90,-3,4,8,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3729.png,-84,-4,4,18,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33077.png,-89,3,2,6,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12912.png,-88,7,-4,18,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17814.png,-86,3,3,-2,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26344.png,-84,0,-2,16,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14585.png,-85,8,-4,-2,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4909.png,-88,5,2,10,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15967.png,-86,-2,4,8,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12683.png,-89,-2,3,-10,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6350.png,-82,-3,1,12,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10204.png,-95,5,1,-4,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32876.png,-90,0,-4,12,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9008.png,-91,-8,-3,-16,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5750.png,-96,4,-2,14,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4819.png,-83,-6,3,-20,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33219.png,-94,7,-1,-16,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16547.png,-89,7,-1,8,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4387.png,-90,4,1,-20,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7826.png,-82,3,-3,18,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32292.png,-96,2,3,-10,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22337.png,-89,-5,1,-18,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34280.png,-87,-6,0,-10,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30624.png,-85,8,2,-4,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10288.png,-84,-4,3,8,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10547.png,-90,5,-3,-16,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29729.png,-85,-5,1,-6,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12402.png,-94,6,0,0,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34326.png,-98,7,-4,10,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20078.png,-93,7,1,-16,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8050.png,-89,5,-3,-12,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32101.png,-88,-7,-4,4,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1171.png,-94,6,-2,8,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32819.png,-89,1,1,4,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34620.png,-95,0,0,10,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14631.png,-95,-8,2,2,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3806.png,-91,4,3,0,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26592.png,-94,2,-1,16,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14489.png,-92,-1,4,4,2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34822.png,-82,-6,4,4,-6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22642.png,-85,0,-3,8,2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4328.png,-94,-1,-2,8,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2002.png,-95,3,4,12,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12084.png,-97,-2,-4,-14,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27246.png,-87,6,-2,8,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18135.png,-85,0,3,10,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4203.png,-97,0,1,-2,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20428.png,-97,-5,1,-8,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3611.png,-82,-6,1,-4,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1153.png,-92,-7,4,8,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33140.png,-82,3,1,10,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24056.png,-90,-2,2,-8,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30846.png,-94,1,-2,4,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27855.png,-88,0,-1,-2,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23373.png,-84,3,-1,-12,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14681.png,-90,3,4,-2,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1204.png,-91,-5,-2,4,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33878.png,-90,-5,-3,10,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7421.png,-82,-8,0,8,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34160.png,-88,-6,-1,16,-2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25523.png,-87,-4,3,18,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16058.png,-85,5,-3,12,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2882.png,-83,-4,2,-6,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13136.png,-84,-3,0,-14,-8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14319.png,-84,1,1,-6,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_924.png,-95,8,-2,2,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15123.png,-83,4,-1,-2,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15067.png,-85,-6,0,10,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29375.png,-83,4,-2,-20,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14246.png,-97,-3,-1,-12,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25589.png,-94,2,-2,-20,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26297.png,-85,3,-2,18,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34534.png,-86,-6,2,-2,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13472.png,-98,-8,-4,-14,2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20843.png,-94,3,-2,-4,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31859.png,-87,7,-1,8,8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17903.png,-85,5,-3,-18,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19734.png,-83,-2,2,8,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3736.png,-91,-1,0,10,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7320.png,-83,3,0,-12,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_670.png,-86,-3,3,-4,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26544.png,-87,-1,4,-4,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28629.png,-93,2,4,2,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7572.png,-83,-7,4,-12,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29339.png,-82,-1,-2,2,4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_193.png,-93,8,-1,-6,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6328.png,-97,-2,2,-2,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24142.png,-83,-6,4,-6,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24506.png,-89,-8,1,-12,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17315.png,-95,-8,-3,8,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31237.png,-92,5,2,4,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10641.png,-92,7,3,18,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9213.png,-84,-8,1,2,-4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12628.png,-90,-3,0,0,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13709.png,-95,-4,-2,-10,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28943.png,-98,2,3,-2,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9598.png,-91,2,-4,18,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10182.png,-82,5,4,4,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16199.png,-88,6,1,-16,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21192.png,-82,2,4,18,6,0
